Comment	Date	Processing	Marker2	file_name	analysis_set	plate	well	row	column	cell_passage	conc_first_treatment_nm	coumpound_ID	compound_first_treatment	conc_second_treatment	cell_type	compound_second_treatment	batch_reagent_first_treatment	batch_reagent_second_treatment	compound_pre_treatment	conc_pre_treatment	cell_number	comments_assay	batch_reagent_first_treatment_in_aggregate	batch_reagent_second_treatment_in_aggregate	treatment_annotation	Marker1	adjusted_Time	Marker0	adjusted_Marker2	experiment_phase	removal_check	curve_smoothing	baseline_average	baseline_average_raw	min_signal	baseline_norm_method	blank_test	blank_annotation	peak_height_normalizator	peak_height_normalizator_annotation	peak_height_normalization_method
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L13	L	13	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	15242.817759707288	15242.817759707288	7818.43101249001	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14663.153052161815	14663.153052161815	7427.733864833052	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14407.030543169627	14407.030543169627	7515.751347155703	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14744.82077226859	14744.82077226859	7703.71071505248	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14407.030543169627	14407.030543169627	7515.751347155703	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14744.82077226859	14744.82077226859	7703.71071505248	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14663.153052161815	14663.153052161815	7427.733864833052	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14744.82077226859	14744.82077226859	7703.71071505248	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14663.153052161815	14663.153052161815	7427.733864833052	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14407.030543169627	14407.030543169627	7515.751347155703	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14744.82077226859	14744.82077226859	7703.71071505248	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14663.153052161815	14663.153052161815	7427.733864833052	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L14	L	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14407.030543169627	14407.030543169627	7515.751347155703	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14122.36807560141	14122.36807560141	7531.828659682202	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	13977.377670081722	13977.377670081722	7370.188225070053	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14091.004475316431	14091.004475316431	7260.540871376256	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	13977.377670081722	13977.377670081722	7370.188225070053	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14091.004475316431	14091.004475316431	7260.540871376256	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14122.36807560141	14122.36807560141	7531.828659682202	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14091.004475316431	14091.004475316431	7260.540871376256	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14122.36807560141	14122.36807560141	7531.828659682202	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	13977.377670081722	13977.377670081722	7370.188225070053	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14091.004475316431	14091.004475316431	7260.540871376256	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14122.36807560141	14122.36807560141	7531.828659682202	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L15	L	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L4-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L4-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	13977.377670081722	13977.377670081722	7370.188225070053	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L16	L	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14746.917359752479	14746.917359752479	8072.616036857589	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L16	L	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14859.948351953342	14859.948351953342	7628.45124406729	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L16	L	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14514.013612359502	14514.013612359502	8133.811137824475	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	L16	L	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14859.948351953342	14859.948351953342	7628.45124406729	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L16	L	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14514.013612359502	14514.013612359502	8133.811137824475	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	L16	L	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14746.917359752479	14746.917359752479	8072.616036857589	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	L16	L	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex-2022May	Pur-2021May	XXXX-YYYYY-NGS-MALO-3_Multiplex-2022May + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14514.013612359502	14514.013612359502	8133.811137824475	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
